"2001:718:2:ce:21cd:e4a:be74:86cb",54373,"2001:718:2::214",53,2,355,0,0,0,1,109,1,246,69.843961,0.012370000000004211,70493,159094
"2001:718:2:ce:21cd:e4a:be74:86cb",63222,"2001:718:2::214",53,2,400,1,0,0,1,109,1,291,69.844407,0.004407000000000494,"",""
